ID,Gender,Car,Reality,ChildNo,Income,IncomeType,Edutype,FamilyType,HouseType,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,Wkphone,Phone,Email,Occupy,FamilySize,MONTHS_BALANCE,STATUS,isBad
5008824,1,1,1,-0.5796609024426633,-0.5077791365749342,0,4,1,1,-17778,-1194,1,0,0,0,1,-0.21767983988774908,4,0,0
5008825,0,1,0,-0.5796609024426633,-0.5519887437536752,4,2,1,1,-10669,-1103,1,0,0,0,1,-0.21767983988774908,26,1,0
5008826,0,1,0,-0.5796609024426633,-0.5519887437536752,4,2,1,1,-10669,-1103,1,0,0,0,1,-0.21767983988774908,30,7,0
5008830,0,0,1,-0.5796609024426633,-0.286731100681229,4,4,1,1,-10031,-1469,1,0,1,0,1,-0.21767983988774908,32,2,0
5008831,0,0,1,-0.5796609024426633,-0.286731100681229,4,4,1,1,-10031,-1469,1,0,1,0,1,-0.21767983988774908,20,2,0
5008832,0,0,1,-0.5796609024426633,-0.286731100681229,4,4,1,1,-10031,-1469,1,0,1,0,1,-0.21767983988774908,35,2,0
5008834,0,0,1,0.767400387737868,-0.7288271724686395,4,4,3,1,-10968,-1620,1,0,0,0,0,-0.21767983988774908,45,0,0
5008835,0,0,1,0.767400387737868,-0.7288271724686395,4,4,3,1,-10968,-1620,1,0,0,0,0,-0.21767983988774908,17,0,0
5008836,1,1,1,3.461522968098931,0.8185090787872972,4,4,1,1,-12689,-1163,1,0,0,0,1,3.0729714066033402,17,0,0
5008837,1,1,1,3.461522968098931,0.8185090787872972,4,4,1,1,-12689,-1163,1,0,0,0,1,3.0729714066033402,17,0,0
5008838,1,0,1,0.767400387737868,2.1447972941495284,0,1,1,1,-11842,-2016,1,0,0,0,1,0.879203908942614,31,0,1
5008839,1,0,1,0.767400387737868,2.1447972941495284,0,1,1,1,-11842,-2016,1,0,0,0,1,0.879203908942614,14,0,0
5008840,1,0,1,0.767400387737868,2.1447972941495284,0,1,1,1,-11842,-2016,1,0,0,0,1,0.879203908942614,56,0,1
5008841,1,0,1,0.767400387737868,2.1447972941495284,0,1,1,1,-11842,-2016,1,0,0,0,1,0.879203908942614,5,0,0
5008842,1,0,1,0.767400387737868,2.1447972941495284,0,1,1,1,-11842,-2016,1,0,0,0,1,0.879203908942614,9,0,0
5008843,1,0,1,0.767400387737868,2.1447972941495284,0,1,1,1,-11842,-2016,1,0,0,0,1,0.879203908942614,30,0,1
5008844,1,1,1,-0.5796609024426633,-0.7288271724686395,0,4,1,1,-20502,-4450,1,0,1,0,1,-0.21767983988774908,33,0,1
5008846,1,1,1,-0.5796609024426633,-0.7288271724686395,0,4,1,1,-20502,-4450,1,0,1,0,1,-0.21767983988774908,12,0,0
5008847,1,1,1,-0.5796609024426633,-0.7288271724686395,0,4,1,1,-20502,-4450,1,0,1,0,1,-0.21767983988774908,33,0,1
5008849,1,1,1,-0.5796609024426633,-0.7288271724686395,0,4,1,1,-20502,-4450,1,0,1,0,1,-0.21767983988774908,12,0,0
5008850,1,1,1,-0.5796609024426633,-0.7288271724686395,0,4,1,1,-20502,-4450,1,0,1,0,1,-0.21767983988774908,26,0,1
5008851,1,1,1,-0.5796609024426633,-0.7288271724686395,0,4,1,1,-20502,-4450,1,0,1,0,1,-0.21767983988774908,12,0,0
5008852,1,1,1,-0.5796609024426633,-0.7288271724686395,0,4,1,1,-20502,-4450,1,0,1,0,1,-0.21767983988774908,1,0,0
5008853,1,1,1,-0.5796609024426633,-0.7288271724686395,0,4,1,1,-20502,-4450,1,0,1,0,1,-0.21767983988774908,16,0,0
5008854,0,1,1,2.1144616779183996,-0.5077791365749342,4,4,1,1,-15761,-3173,1,0,0,0,1,1.9760876577729771,2,0,0
5008855,0,1,1,2.1144616779183996,-0.5077791365749342,4,4,1,1,-15761,-3173,1,0,0,0,1,1.9760876577729771,29,0,1
5008856,0,1,1,2.1144616779183996,-0.5077791365749342,4,4,1,1,-15761,-3173,1,0,0,0,1,1.9760876577729771,4,0,0
5008857,0,1,1,2.1144616779183996,-0.5077791365749342,4,4,1,1,-15761,-3173,1,0,0,0,1,1.9760876577729771,28,0,1
5008858,0,1,1,2.1144616779183996,-0.5077791365749342,4,4,1,1,-15761,-3173,1,0,0,0,1,1.9760876577729771,11,0,0
5008859,0,1,1,2.1144616779183996,-0.5077791365749342,4,4,1,1,-15761,-3173,1,0,0,0,1,1.9760876577729771,5,0,0
5008860,0,1,1,2.1144616779183996,-0.5077791365749342,4,4,1,1,-15761,-3173,1,0,0,0,1,1.9760876577729771,4,0,0
5008861,0,1,1,2.1144616779183996,-0.5077791365749342,4,4,1,1,-15761,-3173,1,0,0,0,1,1.9760876577729771,4,0,0
5008862,0,1,1,2.1144616779183996,-0.5077791365749342,4,4,1,1,-15761,-3173,1,0,0,0,1,1.9760876577729771,3,0,0
5008863,0,1,1,2.1144616779183996,-0.5077791365749342,4,4,1,1,-15761,-3173,1,0,0,0,1,1.9760876577729771,2,0,0
5008864,0,1,1,2.1144616779183996,-0.5077791365749342,4,4,1,1,-15761,-3173,1,0,0,0,1,1.9760876577729771,3,0,0
5008865,0,1,1,2.1144616779183996,-0.5077791365749342,4,4,1,1,-15761,-3173,1,0,0,0,1,1.9760876577729771,2,0,0
5008866,0,1,1,2.1144616779183996,-0.5077791365749342,4,4,1,1,-15761,-3173,1,0,0,0,1,1.9760876577729771,2,0,0
5008867,0,1,1,2.1144616779183996,-0.5077791365749342,4,4,1,1,-15761,-3173,1,0,0,0,1,1.9760876577729771,4,0,0
5112846,0,1,1,2.1144616779183996,-0.5077791365749342,4,4,1,1,-15761,-3173,1,0,0,0,1,1.9760876577729771,4,0,0
5008868,0,0,1,0.767400387737868,0.24378418546366354,2,4,0,1,-16212,-7099,1,0,0,0,1,0.879203908942614,25,0,1
5008870,0,0,1,0.767400387737868,0.24378418546366354,2,4,0,1,-16212,-7099,1,0,0,0,1,0.879203908942614,12,0,0
5008872,1,1,1,-0.5796609024426633,1.702701222362118,0,4,1,1,-16670,-5364,1,0,1,0,1,-0.21767983988774908,11,1,0
5008873,0,0,1,2.1144616779183996,-0.5961983509324164,0,1,1,1,-12411,-1773,1,0,0,1,1,1.9760876577729771,22,0,0
5008874,0,0,1,2.1144616779183996,-0.5961983509324164,0,1,1,1,-12411,-1773,1,0,0,1,1,1.9760876577729771,46,0,1
5008875,0,0,1,2.1144616779183996,-0.5961983509324164,0,1,1,1,-12411,-1773,1,0,0,1,1,1.9760876577729771,40,0,1
5008876,0,0,1,2.1144616779183996,-0.5961983509324164,0,1,1,1,-12411,-1773,1,0,0,1,1,1.9760876577729771,44,0,1
5008877,0,0,1,2.1144616779183996,-0.5961983509324164,0,1,1,1,-12411,-1773,1,0,0,1,1,1.9760876577729771,8,0,0
5008878,0,0,1,2.1144616779183996,-0.5961983509324164,0,1,1,1,-12411,-1773,1,0,0,1,1,1.9760876577729771,12,3,0
5008879,0,0,1,2.1144616779183996,-0.5961983509324164,0,1,1,1,-12411,-1773,1,0,0,1,1,1.9760876577729771,22,0,0
5008880,0,0,1,2.1144616779183996,-0.5961983509324164,0,1,1,1,-12411,-1773,1,0,0,1,1,1.9760876577729771,11,0,0
5008881,0,0,1,2.1144616779183996,-0.5961983509324164,0,1,1,1,-12411,-1773,1,0,0,1,1,1.9760876577729771,20,0,0
5008882,0,0,1,2.1144616779183996,-0.5961983509324164,0,1,1,1,-12411,-1773,1,0,0,1,1,1.9760876577729771,40,0,1
5008884,0,0,1,-0.5796609024426633,1.2606051505747076,1,4,4,1,-20186,365243,1,0,0,0,0,-1.3145635887181122,41,0,0
5008888,0,0,1,-0.5796609024426633,0.5974610428935919,0,1,2,4,-17016,-1347,1,0,0,0,1,-1.3145635887181122,6,0,0
5008889,0,0,1,-0.5796609024426633,0.5974610428935919,0,1,2,4,-17016,-1347,1,0,0,0,1,-1.3145635887181122,5,0,0
5008890,0,0,1,-0.5796609024426633,0.5974610428935919,0,1,2,4,-17016,-1347,1,0,0,0,1,-1.3145635887181122,6,0,0
5112847,0,0,1,-0.5796609024426633,0.5974610428935919,0,1,2,4,-17016,-1347,1,0,0,0,1,-1.3145635887181122,6,0,0
5008891,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,8,0,0
5008892,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,16,0,0
5008893,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,37,0,1
5008894,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,37,0,1
5008895,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,35,0,1
5008896,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,16,0,0
5008897,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,16,0,0
5008898,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,21,0,0
5008899,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,16,0,0
5008900,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,21,0,0
5008901,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,16,0,0
5008902,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,21,1,0
5008903,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,16,0,0
5008904,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,21,1,0
5008905,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,16,0,0
5008906,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,21,1,0
5008907,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,16,0,0
5008908,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,21,1,0
5008909,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,16,0,0
5008910,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,21,1,0
5008911,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,16,0,0
5008912,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,21,1,0
5008913,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,16,0,0
5008914,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,19,1,0
5008915,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,16,0,0
5008916,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,18,1,0
5008917,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,16,0,0
5008918,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,17,1,0
5008919,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,16,0,0
5008920,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,16,1,0
5008921,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,14,0,0
5008922,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,14,1,0
5008923,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,13,0,0
5008924,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,13,0,0
5008925,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,13,0,0
5008926,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,12,1,0
5008927,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,10,0,0
5008928,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,10,1,0
5008929,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,8,0,0
5008930,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,7,0,0
5008931,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,6,0,0
5008932,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,6,0,0
5008933,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,6,0,0
5008934,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,5,0,0
5008935,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,5,0,0
5008936,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,4,0,0
5008937,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,2,0,0
5008938,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,2,0,0
5008939,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,1,0,0
5008940,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,2,0,0
5008941,0,0,1,-0.5796609024426633,1.0837667218597433,0,4,3,4,-15519,-3234,1,0,0,0,1,-1.3145635887181122,8,0,0
5008942,0,0,0,-0.5796609024426633,-0.286731100681229,0,1,1,1,-13642,-4846,1,0,1,0,1,-0.21767983988774908,16,3,0
5008943,0,0,0,-0.5796609024426633,-0.286731100681229,0,1,1,1,-13642,-4846,1,0,1,0,1,-0.21767983988774908,15,0,0
5008944,0,0,0,-0.5796609024426633,-0.286731100681229,0,1,1,1,-13642,-4846,1,0,1,0,1,-0.21767983988774908,16,3,0
5008945,0,0,0,-0.5796609024426633,-0.286731100681229,0,1,1,1,-13642,-4846,1,0,1,0,1,-0.21767983988774908,16,3,0
5008946,0,0,0,-0.5796609024426633,-0.286731100681229,0,1,1,1,-13642,-4846,1,0,1,0,1,-0.21767983988774908,16,3,0
5008947,1,0,1,-0.5796609024426633,-0.5077791365749342,4,4,1,1,-15484,-1408,1,1,1,0,1,-0.21767983988774908,13,0,0
5008948,1,0,1,-0.5796609024426633,-0.5077791365749342,4,4,1,1,-15484,-1408,1,1,1,0,1,-0.21767983988774908,13,0,0
5008949,1,0,1,-0.5796609024426633,-0.5077791365749342,4,4,1,1,-15484,-1408,1,1,1,0,1,-0.21767983988774908,1,0,0
5008950,1,0,1,-0.5796609024426633,-0.5077791365749342,4,4,1,1,-15484,-1408,1,1,1,0,1,-0.21767983988774908,13,0,0
5008951,1,0,1,0.767400387737868,0.37641300699988667,4,4,1,1,-10321,-2808,1,0,0,0,0,0.879203908942614,46,0,0
5008952,1,0,1,0.767400387737868,0.37641300699988667,4,4,1,1,-10321,-2808,1,0,0,0,0,0.879203908942614,46,0,0
5008953,1,0,1,0.767400387737868,0.37641300699988667,4,4,1,1,-10321,-2808,1,0,0,0,0,0.879203908942614,28,0,0
5008954,1,0,1,0.767400387737868,0.37641300699988667,4,4,1,1,-10321,-2808,1,0,0,0,0,0.879203908942614,6,0,0
5008955,0,1,1,-0.5796609024426633,-0.5077791365749342,4,4,1,1,-17785,-1712,1,0,0,0,1,-0.21767983988774908,5,0,0
5008956,0,1,1,-0.5796609024426633,-0.5077791365749342,4,4,1,1,-17785,-1712,1,0,0,0,1,-0.21767983988774908,40,0,1
5008957,0,1,1,-0.5796609024426633,-0.5077791365749342,4,4,1,1,-17785,-1712,1,0,0,0,1,-0.21767983988774908,40,0,1
5008958,0,1,1,-0.5796609024426633,-0.5077791365749342,4,4,1,1,-17785,-1712,1,0,0,0,1,-0.21767983988774908,4,0,0
5008959,0,1,1,-0.5796609024426633,-0.5077791365749342,4,4,1,1,-17785,-1712,1,0,0,0,1,-0.21767983988774908,16,0,0
5008960,0,1,1,-0.5796609024426633,-0.5077791365749342,4,4,1,1,-17785,-1712,1,0,0,0,1,-0.21767983988774908,29,0,1
5008962,0,1,1,-0.5796609024426633,-0.5077791365749342,4,4,1,1,-17785,-1712,1,0,0,0,1,-0.21767983988774908,27,0,1
5008963,0,1,1,-0.5796609024426633,-0.5077791365749342,4,4,1,1,-17785,-1712,1,0,0,0,1,-0.21767983988774908,39,0,1
5008966,1,0,1,-0.5796609024426633,-0.286731100681229,4,4,1,1,-16027,-889,1,0,1,0,0,-0.21767983988774908,16,1,0
5008967,1,0,1,-0.5796609024426633,-0.286731100681229,4,4,1,1,-16027,-889,1,0,1,0,0,-0.21767983988774908,22,0,0
5008971,1,0,1,-0.5796609024426633,-0.286731100681229,4,4,1,1,-16027,-889,1,0,1,0,0,-0.21767983988774908,5,0,0
5008973,1,0,1,-0.5796609024426633,-0.286731100681229,4,4,1,1,-16027,-889,1,0,1,0,0,-0.21767983988774908,5,0,0
5008974,0,0,1,-0.5796609024426633,-0.7288271724686395,1,4,1,1,-22319,365243,1,0,0,0,0,-0.21767983988774908,3,0,0
5008975,0,0,1,-0.5796609024426633,-0.7288271724686395,1,4,1,1,-22319,365243,1,0,0,0,0,-0.21767983988774908,22,2,0
5008976,0,0,1,-0.5796609024426633,-0.7288271724686395,1,4,1,1,-22319,365243,1,0,0,0,0,-0.21767983988774908,2,0,0
5008977,0,0,1,-0.5796609024426633,-0.7288271724686395,1,4,1,1,-22319,365243,1,0,0,0,0,-0.21767983988774908,24,0,0
5008978,0,0,1,-0.5796609024426633,-0.7288271724686395,1,4,1,1,-22319,365243,1,0,0,0,0,-0.21767983988774908,22,2,0
5008979,0,0,1,-0.5796609024426633,-0.7288271724686395,1,4,1,1,-22319,365243,1,0,0,0,0,-0.21767983988774908,38,0,0
5008980,0,0,1,-0.5796609024426633,-0.7288271724686395,1,4,1,1,-22319,365243,1,0,0,0,0,-0.21767983988774908,51,0,0
5008981,1,1,1,-0.5796609024426633,-0.7288271724686395,2,4,1,1,-20874,-2381,1,0,1,0,1,-0.21767983988774908,11,0,0
5008983,1,1,1,-0.5796609024426633,-0.7288271724686395,2,4,1,1,-20874,-2381,1,0,1,0,1,-0.21767983988774908,12,0,0
5008984,1,1,1,-0.5796609024426633,-0.7288271724686395,2,4,1,1,-20874,-2381,1,0,1,0,1,-0.21767983988774908,59,0,1
5008986,1,1,1,-0.5796609024426633,-0.7288271724686395,2,4,1,1,-20874,-2381,1,0,1,0,1,-0.21767983988774908,11,0,0
5008987,1,1,1,-0.5796609024426633,-0.7288271724686395,2,4,1,1,-20874,-2381,1,0,1,0,1,-0.21767983988774908,11,0,0
5008988,1,1,1,-0.5796609024426633,-0.7288271724686395,2,4,1,1,-20874,-2381,1,0,1,0,1,-0.21767983988774908,17,0,0
5008991,0,1,1,-0.5796609024426633,0.8185090787872972,4,4,2,1,-16582,-1194,1,1,1,0,1,-1.3145635887181122,29,0,1
5008992,0,1,1,-0.5796609024426633,0.8185090787872972,4,4,2,1,-16582,-1194,1,1,1,0,1,-1.3145635887181122,7,0,0
5008993,0,1,1,-0.5796609024426633,0.8185090787872972,4,4,2,1,-16582,-1194,1,1,1,0,1,-1.3145635887181122,18,0,0
5008994,0,1,1,-0.5796609024426633,0.8185090787872972,4,4,2,1,-16582,-1194,1,1,1,0,1,-1.3145635887181122,20,0,0
5008995,0,1,1,-0.5796609024426633,0.8185090787872972,4,4,2,1,-16582,-1194,1,1,1,0,1,-1.3145635887181122,19,0,0
5112861,0,1,1,-0.5796609024426633,0.8185090787872972,4,4,2,1,-16582,-1194,1,1,1,0,1,-1.3145635887181122,20,0,0
5008998,0,1,1,-0.5796609024426633,0.8185090787872972,4,1,1,1,-10628,-828,1,0,0,1,1,-0.21767983988774908,4,0,0
5008999,0,1,1,-0.5796609024426633,0.8185090787872972,4,1,1,1,-10628,-828,1,0,0,1,1,-0.21767983988774908,4,0,0
5009000,1,1,1,-0.5796609024426633,-0.286731100681229,4,4,1,1,-9927,-828,1,0,0,0,1,-0.21767983988774908,23,0,0
5009001,1,0,1,-0.5796609024426633,-0.1983118863237469,4,4,1,1,-18926,-6276,1,1,1,0,1,-0.21767983988774908,7,0,0
5009002,1,0,1,-0.5796609024426633,-0.1983118863237469,4,4,1,1,-18926,-6276,1,1,1,0,1,-0.21767983988774908,7,0,0
5009005,1,0,1,-0.5796609024426633,-0.1983118863237469,4,4,1,1,-18926,-6276,1,1,1,0,1,-0.21767983988774908,7,0,0
5009006,1,0,1,-0.5796609024426633,-0.1983118863237469,4,4,1,1,-18926,-6276,1,1,1,0,1,-0.21767983988774908,11,0,0
5009007,1,0,1,-0.5796609024426633,-0.1983118863237469,4,4,1,1,-18926,-6276,1,1,1,0,1,-0.21767983988774908,11,0,0
5009008,1,0,1,-0.5796609024426633,-0.1983118863237469,4,4,1,1,-18926,-6276,1,1,1,0,1,-0.21767983988774908,7,0,0
5009009,1,0,1,-0.5796609024426633,-0.1983118863237469,4,4,1,1,-18926,-6276,1,1,1,0,1,-0.21767983988774908,11,0,0
5009010,1,0,1,-0.5796609024426633,-0.1983118863237469,4,4,1,1,-18926,-6276,1,1,1,0,1,-0.21767983988774908,7,0,0
5009012,1,0,1,-0.5796609024426633,-0.1983118863237469,4,4,1,1,-18926,-6276,1,1,1,0,1,-0.21767983988774908,6,0,0
5009014,1,0,1,-0.5796609024426633,-0.1983118863237469,4,4,1,1,-18926,-6276,1,1,1,0,1,-0.21767983988774908,7,0,0
5009016,0,0,1,2.1144616779183996,0.2879937926424046,2,1,1,1,-15444,-3112,1,0,0,1,0,1.9760876577729771,25,0,0
5009018,0,0,1,2.1144616779183996,0.2879937926424046,2,1,1,1,-15444,-3112,1,0,0,1,0,1.9760876577729771,13,0,0
5009019,0,0,1,2.1144616779183996,0.2879937926424046,2,1,1,1,-15444,-3112,1,0,0,1,0,1.9760876577729771,33,0,0
5009020,0,0,1,2.1144616779183996,0.2879937926424046,2,1,1,1,-15444,-3112,1,0,0,1,0,1.9760876577729771,25,0,0
5009022,0,0,1,2.1144616779183996,0.2879937926424046,2,1,1,1,-15444,-3112,1,0,0,1,0,1.9760876577729771,40,0,0
5009023,0,0,1,2.1144616779183996,0.2879937926424046,2,1,1,1,-15444,-3112,1,0,0,1,0,1.9760876577729771,36,0,0
5009024,0,0,1,2.1144616779183996,0.2879937926424046,2,1,1,1,-15444,-3112,1,0,0,1,0,1.9760876577729771,9,0,0
5009025,0,0,1,2.1144616779183996,0.2879937926424046,2,1,1,1,-15444,-3112,1,0,0,1,0,1.9760876577729771,34,0,0
5009027,0,1,1,-0.5796609024426633,0.8185090787872972,0,4,1,1,-19861,-10843,1,0,0,1,1,-0.21767983988774908,22,0,0
5112862,0,1,1,-0.5796609024426633,0.8185090787872972,0,4,1,1,-19861,-10843,1,0,0,1,1,-0.21767983988774908,29,0,1
5009028,0,1,1,-0.5796609024426633,0.37641300699988667,0,4,1,1,-14450,-2777,1,0,0,0,1,-0.21767983988774908,11,1,0
5009029,0,1,1,-0.5796609024426633,0.37641300699988667,0,4,1,1,-14450,-2777,1,0,0,0,1,-0.21767983988774908,16,0,0
